borrowers_id,borrower,financier,goal,impagency,url,projectid
802,"REPUBLIC OF TOGO",,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Global Public Goods Priorities|Millennium Development Goals;GPG|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Global Public Goods Priorities|Millennium Development Goals;GPG|MDG","AGAIB AND MINISTRY OF ECONOMY",http://projects.worldbank.org/P121067/additional-financing-under-community-development-project?lang=en,941
803,"GOVERNMENT OF KENYA",IDA47430;IDA47430;IDA58440,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","KENYA POWER AND LIGHTING COMPANY LTD & MINISTRY OF ENERGY",http://projects.worldbank.org/P103037/electricity-expansion?lang=en,332
804,"GOVERNMENT OF LESOTHO",IDA47060;IDA47060;IDAH5560,"Global Public Goods Priorities|Corporate Advocacy Priorities|Millennium Development Goals;Global Public Goods Priorities|Corporate Advocacy Priorities|Millennium Development Goals;GPG|CAP|MDG;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","MINISTRY OF FINANCE AND DEVELOPMENT PLANNING",http://projects.worldbank.org/P112817/ls--2nd-poverty-reduction-support-credit?lang=en,488
805,"FED DEM REPUBLIC OF ETHIOPIA",IDA45780;IDA45780;IDA48670;IDAH6430;IDAH4770,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","MINISTRY OF FINANCE AND ECONOMIC DEVELOPMENT",http://projects.worldbank.org/P103022/ethiopia-protection-basic-services-program-phase-ii-project?lang=en,357
806,"REPUBLIC OF NICARAGUA",IDA45210;IDA45210,"Global Public Goods Priorities|Corporate Advocacy Priorities;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","MINISTRY OF FINANCE",http://projects.worldbank.org/P106747/ni-development-policy-credit?lang=en,536
807,"REPUBLIC OF MOLDOVA",IDA44130;IDA44130,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","MINISTRY OF FINANCE",http://projects.worldbank.org/P103941/poverty-reduction-support-credit-2-prsc-2?lang=en,750
808,"REPUBLIC OF UGANDA",IDA44310;IDA44310,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","OFFICE OF THE PRIME MINISTER",http://projects.worldbank.org/P101231/seventh-poverty-reduction-support-credit-prsc7?lang=en,784
809,"GOVERNMENT OF THE BLUE NILE STATESUDAN",,"Global Public Goods Priorities|Millennium Development Goals;Global Public Goods Priorities|Millennium Development Goals;GPG|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","MINISTRY OF FINANCEGOVERNMENT OF THE BLUE NILE STATE",http://projects.worldbank.org/P107256/blue-nile-start-up-emergency-project?lang=en,115
810,"GOVERNMENT OF NIGER",IDAH3090;IDAH3090,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Global Public Goods Priorities;GPG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","MINISTRY OF POPULATION",http://projects.worldbank.org/P096198/multi-sector-demographic-project?lang=en,531
811,"GOVERNMENT OF PAKISTAN",IDA43170;IDA43170,"Global Public Goods Priorities|Corporate Advocacy Priorities;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","DEPARTMENT OF EDUCATION; GOVERNMENT OF PUNJAB",http://projects.worldbank.org/P101243/punjab-education-development-policy-credit-iv?lang=en,672
812,"GOVERNMENT OF PERU",IBRD74550;IBRD74550,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","MINISTRY OF FINANCE",http://projects.worldbank.org/P101086/results-accoutability-react-dpl?lang=en,695
813,"GOVERNMENT OF PAKISTAN",IDA43010;IDA43010;IDA43020,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","MINISTRY OF FINANCE",http://projects.worldbank.org/P090690/pk-prsc-ii?lang=en,579
814,"REPUBLIC OF TOGO",,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","AGAIB MARITIME",http://projects.worldbank.org/P108828/eppr-consolidation-phase-maritime-ga090493-licus-ref-no-58?lang=en,192
815,"REPUBLIC OF TOGO",,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","AGAIB SAVANES",http://projects.worldbank.org/P108916/eppr-consolidation-phase-savanes-ga090492?lang=en,193
816,"REPUBLIC OF COLOMBIA",,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","DAPRACCION SOCIAL FIP",http://projects.worldbank.org/P104507/additional-financing-colombia-social-safety-net-project-ln-7337?lang=en,24
817,"REPUBLIC OF GUATEMALA",IBRD74300;IBRD74300,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","MINISTRY OF EDUCATION (MINEDUC)",http://projects.worldbank.org/P089898/education-quality-secondary-education?lang=en,185
818,NEPAL,IDAH2740;IDAH2740,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","UNIVERSITY GRANTS COMMISSION; DEPARTMENT OF EDUCATION",http://projects.worldbank.org/P090967/second-higher-education-project?lang=en,747
819,"CELLULE DE LUTTE CONTRE LA MALNUTRITION",IDA50840;IDA50840;IDA42450,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","BUREAU EXECUTIVE NATIONAL",http://projects.worldbank.org/P097181/nutrition-enhancement-program-ii?lang=en,570
820,"GOVERNMENT OF COLOMBIA",IBRD74000;IBRD74000,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP",,http://projects.worldbank.org/P094097/co-3rd-prog-labor-reform-social-development-policy-loan?lang=en,125
821,"GOVERNMENT OF ROMANIA",IBRD48250;IBRD48250,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","RSDF; NAR; MER; MLSSF",http://projects.worldbank.org/P093096/social-inclusion-project?lang=en,718
822,"REPUBLIC OF NIGER",IDA41890;IDA41890,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP","MINISTRY OF FINANCE",http://projects.worldbank.org/P096411/rural-social-sector-policy-reform-credit-1?lang=en,711
823,"GOVERNMENT OF ALBANIA",IDA40060;IDA40060,"Global Public Goods Priorities|Corporate Advocacy Priorities;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","MINISTRY OF FINANCE",http://projects.worldbank.org/P083337/poverty-reduction-support-credit-3-prsc-3?lang=en,629
824,,IDAH1350;IDAH1350,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Global Public Goods Priorities|Millennium Development Goals;GPG|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP",,http://projects.worldbank.org/P077749/et-prsc-2-dpl-fy05?lang=en,198
825,"GOVERNMENT OF COLOMBIA",IBRD72600;IBRD72600,"Corporate Advocacy Priorities|Global Public Goods Priorities;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP",,http://projects.worldbank.org/P088857/co-tal-support-2nd-psal?lang=en,124
826,"GOVERNMENT OF RWANDA",IDA39940;IDA39940;IDAH1300,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","GOVERNMENT OF RWANDA",http://projects.worldbank.org/P085192/poverty-reduction-support-credit-1-health-water-energy-education?lang=en,627
827,"GOVERNMENT OF UGANDA",IDAH1210;IDAH1210,"Global Public Goods Priorities|Corporate Advocacy Priorities;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","MINISTRY OF FINANCE AND ECONOMIC DEVELOPMENT",http://projects.worldbank.org/P074082/poverty-reduction-support-credit-4?lang=en,631
828,"MINISTRY OF FINANCE & ECONOMIC PLANNING",IDA39570;IDA39570;IDAH1150,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP",,http://projects.worldbank.org/P083246/gh-prsc-ii?lang=en,392
829,"REPUBLIC OF HONDURAS",IDA39410;IDA39410;IDA39411,"Global Public Goods Priorities|Corporate Advocacy Priorities;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","MINISTRY OF THE PRESIDENCY",http://projects.worldbank.org/P074758/hn-prsc?lang=en,420
830,"REPUBLIC OF BULGARIA",IBRD47430;IBRD47430,"Global Public Goods Priorities|Corporate Advocacy Priorities;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Global Public Goods Priorities|Millennium Development Goals;CAP|GPG|MDG","COUNCIL FOR STRUCTURAL POLICY",http://projects.worldbank.org/P081637/programmatic-adjustment-loan-2-pal-2?lang=en,663
831,"DOMINICAN REPUBLIC",IBRD72150;IBRD72150,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","TECHNICAL SECRETARY OF THE PRESIDENCY",http://projects.worldbank.org/P085433/dominican-republic-social-crisis-response-adjustment-loan?lang=en,179
832,"PALESTINE LIBERATION ORGANIZATION",,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG","MINISTRY OF FINANCE",http://projects.worldbank.org/P083837/emergency-services-support-project-ii--supplemental?lang=en,347
833,"THE REPUBLIC OF UGANDA",IDAH0630;IDAH0630,"Global Public Goods Priorities|Corporate Advocacy Priorities;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities;CAP;Global Public Goods Priorities|Millennium Development Goals;GPG|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP",,http://projects.worldbank.org/P074081/third-poverty-reduction-support-credit?lang=en,887
834,"BURKINA FASO",IDAH0580;IDAH0580,"Global Public Goods Priorities|Corporate Advocacy Priorities;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","MINISTRY OF FINANCE AND BUDGET AND OTHER MINISTRIES",http://projects.worldbank.org/P076908/poverty-reduction-support-operation-3?lang=en,639
835,"GOVERNMENT OF ALBANIA",IDA38110;IDA38110,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","MINISTRY OF FINANCE",http://projects.worldbank.org/P077739/poverty-reduction-support-credit-2-prsc-2?lang=en,628
836,"MINISTRY OF FINANCE & ECONOMIC PLANNING",IDAH0520;IDAH0520;IDA37970,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP",,http://projects.worldbank.org/P076808/gh-prsc?lang=en,391
837,"MINISTRY OF ECONOMY",IDA37870;IDA37870,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","MINISTRY OF ECONOMY",http://projects.worldbank.org/P082700/bo-social-safety-net-sac?lang=en,52
838,"REPUBLIC OF CHAD",IDA37380;IDA37380,"Global Public Goods Priorities|Corporate Advocacy Priorities;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","MINISTRY OF ECONOMIC PROMOTION AND DEVELOPMENT",http://projects.worldbank.org/P077781/chad-fifth-structural-adjustment-credit?lang=en,138
839,"GOVERNMENT OF GHANA",IDA37430;IDA37430;IDAH0560,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Global Public Goods Priorities|Corporate Advocacy Priorities|Millennium Development Goals;GPG|CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","ASANTEMAN COUNCIL SECRETARIAT/AKYEM ABUAKWA TRAD COUNCIL",http://projects.worldbank.org/P071399/promoting-partnerships-traditional-authorities-project?lang=en,666
840,JAMAICA,IBRD71490;IBRD71490,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","MINISTRY OF EDUCATION; YOUTH AND CULTURE",http://projects.worldbank.org/P071589/jm-reform-secondary-education-project-ii?lang=en,475
